,SPECIES,COUNTRY,REGION,PROCESSING_METHOD,AROMA,FLAVOR,AFTERTASTE,ACIDITY,BODY,BALANCE,UNIFORMITY,CLEAN_CUP,SWEETNESS,CUPPER_POINTS,TOTAL_CUP_POINTS,MOISTURE,COLOR,UNIT_OF_MEASUREMENT,ALTITUDE_LOW_METERS,ALTITUDE_HIGH_METERS,ALTITUDE_MEAN_METERS,COUNTRY_CODE,LATITUDE,LONGITUDE
1059,Arabica,Tanzania,arusha meru,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,0.13,Green,m,2285.0,2285.0,2285.0,TZA,-6,35
1060,Arabica,Tanzania,ruvuma,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,Green,m,1500.0,1800.0,1650.0,TZA,-6,35
1061,Arabica,Tanzania,northern,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,Green,m,1600.0,1600.0,1600.0,TZA,-6,35
1062,Arabica,Tanzania,"ilomba vilage, mbozi",Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,Green,m,1700.0,1700.0,1700.0,TZA,-6,35
1063,Arabica,Tanzania,kilimanjaro,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,Green,m,1500.0,1500.0,1500.0,TZA,-6,35
1064,Arabica,Tanzania,ngorogoro,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,Green,m,1500.0,1700.0,1600.0,TZA,-6,35
1065,Arabica,Tanzania,kilimanjaro,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,Green,m,1500.0,1800.0,1650.0,TZA,-6,35
1066,Arabica,Tanzania,meru,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,Green,m,1300.0,1400.0,1350.0,TZA,-6,35
1067,Arabica,Tanzania,mbeya,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,Green,m,1877.0,1877.0,1877.0,TZA,-6,35
1068,Arabica,Tanzania,ngorogoro,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,Bluish-Green,m,1500.0,1700.0,1600.0,TZA,-6,35
1069,Arabica,Tanzania,mbinga,None,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,81.67,0.0,Green,m,1800.0,1800.0,1800.0,TZA,-6,35
1070,Arabica,Tanzania,mbinga,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,Green,m,1200.0,1800.0,1500.0,TZA,-6,35
1071,Arabica,Tanzania,"ilomba vilage, mbozi",Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,Green,m,1700.0,1700.0,1700.0,TZA,-6,35
1072,Arabica,Tanzania,"oldeani , mongola",Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,Green,m,1800.0,1800.0,1800.0,TZA,-6,35
1073,Arabica,Tanzania,karatu ngorogoro,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,81.25,0.13,Green,m,1700.0,1700.0,1700.0,TZA,-6,35
1074,Arabica,Tanzania,"ruvuma, mbinga",Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,0.12,Green,m,100.0,2000.0,1050.0,TZA,-6,35
1075,Arabica,Tanzania,mbinga,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,81.17,0.12,Bluish-Green,m,1550.0,1550.0,1550.0,TZA,-6,35
1076,Arabica,Tanzania,"iwala village, mbeya rural",Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.13,Green,m,1456.0,1456.0,1456.0,TZA,-6,35
1077,Arabica,Tanzania,arusha,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,Green,m,1525.0,1525.0,1525.0,TZA,-6,35
1078,Arabica,Tanzania,"manyara, karatu",Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,Green,m,1700.0,1700.0,1700.0,TZA,-6,35
1079,Arabica,Tanzania,arusha,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,Bluish-Green,m,1400.0,1400.0,1400.0,TZA,-6,35
1080,Arabica,Tanzania,mkuu rombo,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,Green,m,1700.0,1700.0,1700.0,TZA,-6,35
1081,Arabica,Tanzania,arusha,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,Bluish-Green,m,,,,TZA,-6,35
1082,Arabica,Kenya,muranga,Washed / Wet,8.08,8.0,8.0,8.25,7.92,7.92,10.0,10.0,10.0,8.08,86.25,0.12,Blue-Green,m,1800.0,1800.0,1800.0,KEN,1,38
1083,Arabica,Kenya,nyeri,Natural / Dry,8.08,8.08,8.0,8.0,7.83,8.08,10.0,10.0,10.0,8.0,86.08,0.11,Bluish-Green,m,1754.0,1754.0,1754.0,KEN,1,38
1084,Arabica,Kenya,kiambu,Washed / Wet,7.92,8.17,7.83,8.5,7.5,7.92,10.0,10.0,10.0,8.17,86.0,0.11,Green,m,1520.0,2200.0,1860.0,KEN,1,38
1085,Arabica,Kenya,kirinyaga,Natural / Dry,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,8.0,85.5,0.1,Green,m,1900.0,1900.0,1900.0,KEN,1,38
1086,Arabica,Kenya,central kenya,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0.0,Green,m,1600.0,1600.0,1600.0,KEN,1,38
1087,Arabica,Kenya,central kenya,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0.0,Green,m,1200.0,1200.0,1200.0,KEN,1,38
1088,Arabica,Kenya,,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,0.11,Green,m,1.0,1.0,1.0,KEN,1,38
1089,Arabica,Kenya,central kenya,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,Green,m,1580.0,1580.0,1580.0,KEN,1,38
1090,Arabica,Kenya,,None,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,84.92,0.06,None,m,,,,KEN,1,38
1091,Arabica,Kenya,nyeri,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,Green,m,1800.0,1800.0,1800.0,KEN,1,38
1092,Arabica,Kenya,nyeri,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,Bluish-Green,m,2000.0,2000.0,2000.0,KEN,1,38
1093,Arabica,Kenya,nyeri,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,0.11,Blue-Green,m,1754.0,1754.0,1754.0,KEN,1,38
1094,Arabica,Kenya,nyeri,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.1,Bluish-Green,m,1800.0,1800.0,1800.0,KEN,1,38
1095,Arabica,Kenya,,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,84.58,0.0,Green,m,,,,KEN,1,38
1096,Arabica,Kenya,nyeri,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,0.11,Blue-Green,m,2000.0,2000.0,2000.0,KEN,1,38
1097,Arabica,Kenya,nyeri,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,0.11,Green,m,1800.0,1800.0,1800.0,KEN,1,38
1098,Arabica,Kenya,kenya,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.08,Green,m,1.0,500.0,250.5,KEN,1,38
1099,Arabica,Kenya,blend,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,84.0,0.0,Green,m,1200.0,1200.0,1200.0,KEN,1,38
1100,Arabica,Kenya,central kenya,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,84.0,0.0,Bluish-Green,m,1650.0,1650.0,1650.0,KEN,1,38
1101,Arabica,Kenya,nyeri,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,7.83,83.75,0.11,Green,m,1800.0,1800.0,1800.0,KEN,1,38
1102,Arabica,Kenya,meru county,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,83.67,0.11,Bluish-Green,m,1700.0,1700.0,1700.0,KEN,1,38
1103,Arabica,Kenya,kenya,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,Bluish-Green,m,1.0,500.0,250.5,KEN,1,38
1104,Arabica,Kenya,nyeri,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.1,Green,m,1754.0,1754.0,1754.0,KEN,1,38
1105,Arabica,Kenya,kiambu,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0.11,Green,m,1600.0,1600.0,1600.0,KEN,1,38
1106,Arabica,Kenya,kiambu,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,79.83,0.11,None,m,1500.0,1500.0,1500.0,KEN,1,38
1107,Arabica,Thailand,chiang rai,Washed / Wet,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,10.0,8.42,86.17,0.1,Green,m,1300.0,1300.0,1300.0,THA,15,100
1108,Arabica,Thailand,thailand,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,Green,m,,,,THA,15,100
1109,Arabica,Thailand,chiang rai thailand,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,0.12,Green,m,1200.0,1200.0,1200.0,THA,15,100
1110,Arabica,Thailand,thailand,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84.0,0.12,Green,m,,,,THA,15,100
1111,Arabica,Thailand,,None,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,8.0,84.0,0.06,None,m,,,,THA,15,100
1112,Arabica,Thailand,chiangrai,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,7.83,83.92,0.1,Bluish-Green,m,1350.0,1350.0,1350.0,THA,15,100
1113,Arabica,Thailand,"doi chaang village, chiang rai, thialand",None,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,7.5,83.83,0.02,None,ft,1499.9208,1499.9208,1499.9208,THA,15,100
1114,Arabica,Thailand,,None,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,7.75,83.83,0.01,None,m,,,,THA,15,100
1115,Arabica,Thailand,thailand,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,83.67,0.12,Bluish-Green,m,800.0,800.0,800.0,THA,15,100
1116,Arabica,Thailand,thailand,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,Bluish-Green,m,1200.0,1200.0,1200.0,THA,15,100
1117,Arabica,Thailand,,None,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42,0.11,None,m,,,,THA,15,100
1118,Arabica,Thailand,thailand,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17,0.12,Bluish-Green,m,800.0,800.0,800.0,THA,15,100
1119,Arabica,Thailand,,None,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.0,0.28,None,m,,,,THA,15,100
1120,Arabica,Thailand,,None,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,7.42,83.0,0.0,None,m,,,,THA,15,100
1121,Arabica,Thailand,,None,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,7.75,82.92,0.0,None,m,,,,THA,15,100
1122,Arabica,Thailand,phahi,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.67,0.11,Bluish-Green,m,1500.0,1500.0,1500.0,THA,15,100
1123,Arabica,Thailand,thailand,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,82.67,0.12,Bluish-Green,m,,,,THA,15,100
1124,Arabica,Thailand,thailand,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.12,Green,m,800.0,800.0,800.0,THA,15,100
1125,Arabica,Thailand,chiangrai,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,Blue-Green,m,1400.0,1500.0,1450.0,THA,15,100
1126,Arabica,Thailand,thailand,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,7.83,82.5,0.12,Green,m,800.0,800.0,800.0,THA,15,100
1127,Arabica,Thailand,chiangrai,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5,0.11,None,m,1400.0,1500.0,1450.0,THA,15,100
1128,Arabica,Thailand,thailand,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,Bluish-Green,m,800.0,800.0,800.0,THA,15,100
1129,Arabica,Thailand,thailand,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0,0.11,Green,m,800.0,800.0,800.0,THA,15,100
1130,Arabica,Thailand,"doi chaang village, chiang rai, thialand",None,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,7.33,81.58,0.01,None,ft,1499.9208,1499.9208,1499.9208,THA,15,100
1131,Arabica,Thailand,,None,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,7.33,81.58,0.2,None,m,,,,THA,15,100
1132,Arabica,Thailand,chiangrai,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,81.17,0.12,Blue-Green,m,1400.0,1500.0,1450.0,THA,15,100
1133,Arabica,Thailand,thailand,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,0.0,Green,m,800.0,800.0,800.0,THA,15,100
1134,Arabica,Thailand,,None,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,80.92,0.0,None,m,,,,THA,15,100
1135,Arabica,Thailand,thailand,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,80.0,0.0,Green,m,800.0,800.0,800.0,THA,15,100
1136,Arabica,Thailand,thailand,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,7.0,79.75,0.12,Green,m,800.0,800.0,800.0,THA,15,100
1137,Arabica,Thailand,thailand,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,7.08,79.67,0.12,Blue-Green,m,800.0,800.0,800.0,THA,15,100
1138,Arabica,Thailand,,None,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,7.17,79.67,0.0,None,m,,,,THA,15,100
1139,Arabica,Colombia,tolima,Washed / Wet,7.75,7.92,7.83,8.08,8.08,8.17,10.0,10.0,10.0,8.17,86.0,0.12,Green,m,900.0,1500.0,1200.0,COL,4,-72
1140,Arabica,Colombia,huila,Washed / Wet,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,7.92,85.92,0.0,Blue-Green,m,1800.0,1800.0,1800.0,COL,4,-72
1141,Arabica,Colombia,santander,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,Green,m,1550.0,1550.0,1550.0,COL,4,-72
1142,Arabica,Colombia,santander,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,Green,m,1550.0,1550.0,1550.0,COL,4,-72
1143,Arabica,Colombia,pasto,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,0.0,None,m,2560.0,2560.0,2560.0,COL,4,-72
1144,Arabica,Colombia,cundinamarca,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,Green,m,2136.0,2136.0,2136.0,COL,4,-72
1145,Arabica,Colombia,huila,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,Green,m,,,,COL,4,-72
1146,Arabica,Colombia,huila,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,None,m,,,,COL,4,-72
1147,Arabica,Colombia,huila,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,Green,m,1600.0,1950.0,1775.0,COL,4,-72
1148,Arabica,Colombia,huila,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,Green,m,1600.0,1950.0,1775.0,COL,4,-72
1149,Arabica,Colombia,santander,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0.0,Green,m,1550.0,1550.0,1550.0,COL,4,-72
1150,Arabica,Colombia,santander,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,84.58,0.0,Blue-Green,m,1500.0,1500.0,1500.0,COL,4,-72
1151,Arabica,Colombia,huila,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.0,Green,m,,,,COL,4,-72
1152,Arabica,Colombia,santander,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,0.0,None,m,1550.0,1550.0,1550.0,COL,4,-72
1153,Arabica,Colombia,huila,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,84.58,0.0,None,m,1600.0,1900.0,1750.0,COL,4,-72
1154,Arabica,Colombia,huila,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,0.0,Green,m,1750.0,1750.0,1750.0,COL,4,-72
1155,Arabica,Colombia,huila,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,Green,m,1800.0,1800.0,1800.0,COL,4,-72
1156,Arabica,Colombia,cauca,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,0.12,Green,m,1800.0,1800.0,1800.0,COL,4,-72
1157,Arabica,Colombia,pitalito,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,84.42,0.0,Green,m,,,,COL,4,-72
1158,Arabica,Colombia,huila,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,0.0,Green,m,1600.0,1950.0,1775.0,COL,4,-72
1159,Arabica,Colombia,huila,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,7.5,84.33,0.0,Green,m,,,,COL,4,-72
1160,Arabica,Colombia,la plata,None,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.83,84.33,0.0,None,m,,,,COL,4,-72
1161,Arabica,Colombia,huila,Natural / Dry,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,0.11,Green,m,442.0,442.0,442.0,COL,4,-72
1162,Arabica,Colombia,huila,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,0.0,Green,m,1800.0,1800.0,1800.0,COL,4,-72
1163,Arabica,Colombia,nariño,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,0.11,Green,m,2560.0,2560.0,2560.0,COL,4,-72
1164,Arabica,Colombia,huila,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,0.11,Green,m,1600.0,1950.0,1775.0,COL,4,-72
1165,Arabica,Colombia,huila,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25,0.12,Green,m,1600.0,1950.0,1775.0,COL,4,-72
1166,Arabica,Colombia,cauca,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25,0.12,Green,m,1800.0,1800.0,1800.0,COL,4,-72
1167,Arabica,Colombia,huila,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.12,Green,m,442.0,442.0,442.0,COL,4,-72
1168,Arabica,Colombia,cauca,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.11,Green,m,1700.0,1700.0,1700.0,COL,4,-72
1169,Arabica,Colombia,huila,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.0,Green,m,,,,COL,4,-72
1170,Arabica,Colombia,huila,Washed / Wet,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,84.17,0.0,Bluish-Green,m,1600.0,1950.0,1775.0,COL,4,-72
1171,Arabica,Colombia,huila,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,84.17,0.12,Green,m,1530.0,1530.0,1530.0,COL,4,-72
1172,Arabica,Colombia,huila,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,84.17,0.0,Green,m,1750.0,1750.0,1750.0,COL,4,-72
1173,Arabica,Colombia,huila,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,84.08,0.0,Green,m,442.0,442.0,442.0,COL,4,-72
1174,Arabica,Colombia,huila,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,84.08,0.0,None,m,1600.0,1950.0,1775.0,COL,4,-72
1175,Arabica,Colombia,huila,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,84.0,0.11,Green,m,1600.0,1600.0,1600.0,COL,4,-72
1176,Arabica,Colombia,huila,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,84.0,0.12,Green,m,1480.0,1480.0,1480.0,COL,4,-72
1177,Arabica,Colombia,santander,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,84.0,0.12,Green,m,1450.0,1450.0,1450.0,COL,4,-72
1178,Arabica,Colombia,huila,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,84.0,0.12,Green,m,1600.0,1950.0,1775.0,COL,4,-72
1179,Arabica,Colombia,cauca,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,84.0,0.11,Green,m,1700.0,1700.0,1700.0,COL,4,-72
1180,Arabica,Colombia,huila,None,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,7.67,83.92,0.11,Green,m,442.0,442.0,442.0,COL,4,-72
1181,Arabica,Colombia,la plata,None,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,7.58,83.92,0.0,None,m,,,,COL,4,-72
1182,Arabica,Colombia,huila,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.92,0.0,None,m,,,,COL,4,-72
1183,Arabica,Colombia,huila,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,7.67,83.92,0.0,None,m,,,,COL,4,-72
1184,Arabica,Colombia,huila,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,83.92,0.0,Green,m,1600.0,1950.0,1775.0,COL,4,-72
1185,Arabica,Colombia,santander,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,83.92,0.12,Green,m,1550.0,1550.0,1550.0,COL,4,-72
1186,Arabica,Colombia,nariño,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.83,0.0,Green,m,2527.0,2527.0,2527.0,COL,4,-72
1187,Arabica,Colombia,huila,None,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.58,83.83,0.0,Green,m,,,,COL,4,-72
1188,Arabica,Colombia,huila,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,83.83,0.11,Green,m,1750.0,1750.0,1750.0,COL,4,-72
1189,Arabica,Colombia,huila,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,83.75,0.11,Green,m,442.0,442.0,442.0,COL,4,-72
1190,Arabica,Colombia,huila,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.75,0.0,Green,m,,,,COL,4,-72
1191,Arabica,Colombia,huila,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,83.75,0.0,Green,m,442.0,442.0,442.0,COL,4,-72
1192,Arabica,Colombia,huila,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,83.75,0.0,Green,m,1600.0,1950.0,1775.0,COL,4,-72
1193,Arabica,Colombia,huila,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,83.75,0.0,Green,m,1500.0,1600.0,1550.0,COL,4,-72
1194,Arabica,Colombia,huila,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0.0,Blue-Green,m,1750.0,1750.0,1750.0,COL,4,-72
1195,Arabica,Colombia,huila,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,83.75,0.11,Green,m,1750.0,1750.0,1750.0,COL,4,-72
1196,Arabica,Colombia,cauca,None,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,8.08,83.75,0.1,None,m,1600.0,1600.0,1600.0,COL,4,-72
1197,Arabica,Colombia,cundinamarca,None,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,7.75,83.75,0.06,None,m,1600.0,1600.0,1600.0,COL,4,-72
